0 0 200 200
100 80 20000
127.25  4.98 20.01
54.73 44.42 36.75
146.56 134.66 20.00
177.54 17.30 20.00
83.96  5.93 46.90
43.51 100.57 20.00
 5.28 39.57 20.07
129.33 108.44 20.00
43.87 117.26 20.00
161.08  1.29 20.00
160.36 138.93 20.00
67.71 30.94 73.42
190.49 66.98 20.00
18.46 19.25 23.06
168.65 120.14 20.00
160.62 145.22 20.00
106.71 193.65 20.00
75.33 109.86 20.00
165.05 123.09 20.00
171.48 114.89 20.00
140.21  9.12 20.00
45.35 57.59 21.73
15.88 46.33 20.29
20.10 55.32 20.16
126.50 72.60 20.00
73.67 41.69 36.56
53.13 186.39 20.00
128.96 121.22 20.00
34.06 145.10 20.00
32.52 75.51 20.01
196.92 127.36 20.00
110.83 136.24 20.00
167.73 154.42 20.00
45.58  6.39 76.88
62.78 53.28 25.25
41.99 187.64 20.00
174.40 62.62 20.00
130.43 78.73 20.00
181.99 91.31 20.00
52.71 49.08 28.81
111.71 52.29 20.03
116.33 178.67 20.00
79.48 43.64 29.07
198.51 101.40 20.00
18.09  9.38 22.80
21.82 124.86 20.00
157.62 84.01 20.00
12.64 75.94 20.00
198.23 105.29 20.00
193.24 171.30 20.00
 2.28 143.42 20.00
135.66 106.86 20.00
53.10 127.55 20.00
22.20 86.52 20.00
90.29 189.81 20.00
174.29 52.41 20.00
99.62 35.55 21.86
181.61 173.23 20.00
59.39 127.15 20.00
121.19 30.42 20.03
151.74 107.34 20.00
154.95 105.54 20.00
 0.11 64.51 20.00
 3.88 184.89 20.00
174.87 165.50 20.00
61.20 11.53 100.00
174.72 188.44 20.00
17.05 96.71 20.00
13.77 151.36 20.00
152.40 25.55 20.00
94.58 109.41 20.00
52.75 173.61 20.00
84.20 42.15 27.10
107.32 145.26 20.00
40.03 62.03 20.54
198.03 129.33 20.00
87.18 103.00 20.00
24.08 44.71 21.30
67.28 117.07 20.00
45.79 43.82 32.68
14.13 125.59 20.00
45.56 180.18 20.00
171.07 14.10 20.00
47.36 133.13 20.00
42.63 26.33 62.32
186.17 113.64 20.00
94.06 156.14 20.00
160.69 37.89 20.00
19.29 85.78 20.00
84.29 92.94 20.00
145.09 134.00 20.00
195.85 19.59 20.00
80.12 67.52 20.18
171.47 49.48 20.00
37.85 89.27 20.00
83.95 55.43 21.21
49.71 183.73 20.00
88.18 171.41 20.00
109.51 10.07 20.71
198.86 166.37 20.00
192.83 184.35 20.00
168.89 33.10 20.00
96.64 42.54 21.50
79.81 11.67 64.63
75.42 196.08 20.00
52.78 156.03 20.00
90.55 84.18 20.00
190.51 198.09 20.00
110.60 142.96 20.00
30.80 59.04 20.38
192.77 115.26 20.00
107.90 148.85 20.00
11.38 116.25 20.00
100.07 169.69 20.00
31.33 191.20 20.00
15.94 36.98 20.78
118.41 134.37 20.00
46.81 23.86 80.34
177.17 49.00 20.00
118.31 123.26 20.00
83.43 116.15 20.00
104.03 186.01 20.00
40.65 142.52 20.00
47.50 78.76 20.02
133.67 59.70 20.00
62.92 149.62 20.00
14.44 91.20 20.00
198.69 198.22 20.00
14.58 42.42 20.36
52.77 185.72 20.00
175.29 174.97 20.00
73.54 31.39 60.50
165.92 140.00 20.00
121.72 196.46 20.00
130.14  1.56 20.00
162.60 59.58 20.00
132.01 186.85 20.00
26.72 22.97 29.62
21.30 110.09 20.00
54.20 120.36 20.00
142.80 40.52 20.00
126.21 52.53 20.00
97.22 180.16 20.00
168.37 18.37 20.00
84.29 55.06 21.24
 0.71 153.45 20.00
126.79 52.13 20.00
147.50 109.78 20.00
85.11  1.92 40.13
14.97 175.74 20.00
179.88 108.57 20.00
166.08 115.92 20.00
29.47 25.36 32.51
61.34 178.90 20.00
158.43 171.28 20.00
178.89 41.81 20.00
49.66 20.46 96.07
155.24 175.94 20.00
80.87 123.51 20.00
30.76 185.05 20.00
172.06 194.27 20.00
161.34 175.40 20.00
 4.93 146.58 20.00
66.10 185.23 20.00
159.64 171.95 20.00
161.34 53.09 20.00
156.69 21.51 20.00
173.56 170.86 20.00
44.26 162.50 20.00
91.60 60.73 20.21
158.27 45.29 20.00
 4.71 38.43 20.07
65.32 172.01 20.00
192.41 55.55 20.00
127.65 79.54 20.00
195.25 106.71 20.00
186.91 22.95 20.00
193.11 35.53 20.00
191.54 52.83 20.00
21.57 86.48 20.00
144.98 62.42 20.00
120.64 101.77 20.00
76.65 114.74 20.00
50.69 141.05 20.00
 0.34 184.19 20.00
107.15 143.17 20.00
147.65 133.46 20.00
72.48 13.92 93.07
132.18 65.71 20.00
62.47 168.76 20.00
143.23 59.76 20.00
61.55 81.27 20.02
80.08 58.84 20.96
25.33 83.67 20.00
187.13 134.79 20.00
179.66 122.49 20.00
59.89 109.04 20.00
 0.08 57.10 20.00
85.55 115.42 20.00
130.29 92.53 20.00
87.99 42.53 24.59
94.16 179.33 20.00
158.41 33.77 20.00
16.87 102.57 20.00
125.96 66.70 20.00
162.87 149.48 20.00
133.89 44.70 20.00
39.63  4.86 55.50
48.72 94.55 20.00
169.10 14.49 20.00
82.47 125.32 20.00
38.69 138.57 20.00
98.38 48.55 20.55
130.56  1.10 20.00
149.44 153.24 20.00
21.21 84.60 20.00
35.00 190.64 20.00
103.07  9.99 22.33
49.59 168.82 20.00
90.84 159.48 20.00
132.85 196.59 20.00
118.50 189.06 20.00
177.39 121.92 20.00
143.14 100.45 20.00
165.28 109.03 20.00
178.54 147.99 20.00
94.46 51.58 20.64
49.20 126.89 20.00
152.40 103.74 20.00
124.72 54.64 20.00
15.42 56.86 20.06
54.07 63.62 20.82
107.49 27.54 20.80
46.02 138.10 20.00
140.58 12.78 20.00
81.11 107.98 20.00
82.74 41.16 29.05
83.61 180.06 20.00
116.23 138.41 20.00
170.49 152.35 20.00
75.70  1.17 61.68
70.00 149.94 20.00
169.84 189.73 20.00
83.39 148.76 20.00
108.68 120.05 20.00
43.89 43.66 31.50
86.73  5.78 40.20
66.89 135.15 20.00
80.46 32.84 42.90
93.01 25.40 29.11
123.83  5.37 20.02
78.41 112.31 20.00
 5.39 127.91 20.00
27.00 91.88 20.00
10.01 75.44 20.00
42.12 65.04 20.35
151.48 75.45 20.00
149.65 165.55 20.00
50.20 16.30 100.00
 3.86 107.34 20.00
198.98 69.64 20.00
129.38 155.47 20.00
129.70 150.09 20.00
188.97 39.67 20.00
 4.06 30.32 20.12
25.12 133.22 20.00
112.23 43.37 20.09
139.19 152.61 20.00
33.39 120.84 20.00
148.84 22.79 20.00
163.04 191.98 20.00
21.51  5.11 24.25
62.08 134.79 20.00
190.68 78.93 20.00
142.29 15.12 20.00
137.43 124.82 20.00
20.28 153.72 20.00
169.21 119.48 20.00
24.09 195.79 20.00
155.74 69.09 20.00
85.25 73.74 20.03
100.69 67.91 20.01
169.07 163.64 20.00
21.00 191.20 20.00
126.48 164.91 20.00
140.75 86.66 20.00
146.03 192.13 20.00
53.75 160.83 20.00
107.10 96.22 20.00
86.68 145.47 20.00
53.41 169.49 20.00
165.32 17.25 20.00
175.44 48.53 20.00
92.48 121.46 20.00
75.42  5.71 72.31
169.34 36.19 20.00
42.21 158.77 20.00
67.73 175.18 20.00
139.54 54.98 20.00
 2.02 188.66 20.00
17.04 143.29 20.00
97.23 150.87 20.00
137.43 128.53 20.00
97.67 157.79 20.00
18.52 44.10 20.59
137.67 60.93 20.00
115.73 94.18 20.00
105.65 84.68 20.00
148.44 65.83 20.00
139.87 53.91 20.00
50.03 24.01 89.68
38.32 23.79 53.48
106.64 151.68 20.00
36.84 43.06 27.09
96.36 144.19 20.00
194.34 104.40 20.00
56.32 20.00 100.00
38.63 45.27 26.42
35.71  2.82 42.83
106.29 54.59 20.06
193.88 110.12 20.00
138.79 25.13 20.00
172.82 97.68 20.00
173.67 114.24 20.00
93.41 87.65 20.00
36.69 10.22 52.22
187.27 95.07 20.00
163.60 79.74 20.00
14.74 125.26 20.00
10.67 29.69 20.50
112.01 60.46 20.01
197.79 23.57 20.00
152.12 120.66 20.00
157.36 44.91 20.00
103.99 89.65 20.00
88.10 171.17 20.00
197.02 60.77 20.00
123.58 121.32 20.00
147.28 188.57 20.00
41.35 41.99 31.61
131.43 31.25 20.00
34.59 14.94 47.49
 0.53 89.65 20.00
118.17 57.96 20.00
46.06 140.68 20.00
139.89 90.35 20.00
136.79 183.86 20.00
156.78 124.39 20.00
131.58 185.80 20.00
84.60 108.37 20.00
128.88 180.77 20.00
164.50 14.21 20.00
33.02 61.21 20.33
149.04 113.27 20.00
57.43 24.75 100.00
